,0,1,2,3,4,5
3114,08-07,"07:40:00,454.0,454.0,454.0,454.0,434.0",,,,
3115,08-07,"07:41:00,454.2,454.2,453.76,453.76,3124.0",,,,
3116,08-07,"07:42:00,453.75,453.75,453.7,453.75,2152.0",,,,
3117,08-07,"07:43:00,453.7,453.8,453.7,453.71,4456.0",,,,
3118,08-07,"07:44:00,453.87,453.87,453.87,453.87,564.0",,,,
3119,08-07,"07:45:00,453.81,453.9,453.36,453.51,9837.0",,,,
3120,08-07,"07:46:00,453.52,453.52,453.45,453.45,741.0",,,,
3121,08-07,"07:47:00,453.34,453.55,453.0,453.55,10480.0",,,,
3122,08-07,"07:48:00,453.04,453.04,452.79,452.8,5434.0",,,,
3123,08-07,"07:49:00,452.8,452.85,452.62,452.85,5214.0",,,,
3124,08-07,"07:50:00,452.96,453.0,452.96,453.0,9061.0",,,,
3125,08-07,"07:51:00,453.27,453.27,452.85,452.85,7211.0",,,,
3126,08-07,"07:52:00,452.9,453.0,452.75,452.75,3536.0",,,,
3127,08-07,"07:53:00,452.87,452.87,452.85,452.85,865.0",,,,
3128,08-07,"07:54:00,452.85,452.88,452.85,452.88,1840.0",,,,
3129,08-07,"07:56:00,452.88,453.0,452.88,453.0,15435.0",,,,
3130,08-07,"07:59:00,453.21,453.21,452.88,452.88,10037.0",,,,
3131,08-07,"08:00:00,453.0,453.0,452.99,453.0,3140.0",,,,
3132,08-07,"08:01:00,454.85,454.9,452.7,452.76,74879.0",,,,
3133,08-07,"08:02:00,452.8999,452.99,452.8999,452.98,1588.0",,,,
3134,08-07,"08:03:00,452.9896,452.9896,452.9,452.94,4648.0",,,,
3135,08-07,"08:04:00,452.95,452.95,452.88,452.88,1862.0",,,,
3136,08-07,"08:05:00,452.81,452.95,452.8,452.93,3575.0",,,,
3137,08-07,"08:06:00,452.8319,452.99,452.8319,452.9,3393.0",,,,
3138,08-07,"08:07:00,452.9,452.9,452.8,452.8103,1968.0",,,,
3139,08-07,"08:08:00,452.8,452.8,452.8,452.8,1141.0",,,,
3140,08-07,"08:09:00,452.85,452.85,452.8,452.83,1519.0",,,,
3141,08-07,"08:10:00,452.8,452.82,452.8,452.82,2140.0",,,,
3142,08-07,"08:11:00,452.75,452.8418,452.75,452.76,2167.0",,,,
3143,08-07,"08:12:00,452.76,452.76,452.61,452.6101,2656.0",,,,
3144,08-07,"08:13:00,452.7,452.75,452.6,452.66,11993.0",,,,
3145,08-07,"08:14:00,452.54,452.82,452.54,452.8,2772.0",,,,
3146,08-07,"08:15:00,452.8,452.84,452.69,452.84,11177.0",,,,
3147,08-07,"08:16:00,452.84,453.04,452.6959,453.04,11362.0",,,,
3148,08-07,"08:17:00,452.98,453.39,452.95,453.39,4228.0",,,,
3149,08-07,"08:18:00,453.342,453.4,452.901,453.0,7389.0",,,,
3150,08-07,"08:19:00,453.0,453.0,452.9,452.9627,6984.0",,,,
3151,08-07,"08:20:00,453.0,453.01,452.99,453.0,6663.0",,,,
3152,08-07,"08:21:00,453.14,453.15,452.93,452.989,4024.0",,,,
3153,08-07,"08:22:00,452.9,453.0,452.9,453.0,9529.0",,,,
3154,08-07,"08:23:00,452.9999,453.1,452.9501,453.0001,3113.0",,,,
3155,08-07,"08:24:00,453.06,453.25,453.06,453.25,6511.0",,,,
3156,08-07,"08:25:00,453.25,453.25,453.15,453.25,1852.0",,,,
3157,08-07,"08:26:00,453.25,453.25,453.1,453.1023,3880.0",,,,
3158,08-07,"08:27:00,453.2,453.24,453.1357,453.19,2416.0",,,,
3159,08-07,"08:28:00,453.1994,453.23,453.1,453.12,3464.0",,,,
3160,08-07,"08:29:00,453.15,453.2399,453.11,453.2354,2881.0",,,,
3161,08-07,"08:30:00,453.25,453.25,453.0,453.16,6187.0",,,,
3162,08-07,"08:31:00,453.15,454.71,453.15,454.25,28892.0",,,,
3163,08-07,"08:32:00,454.2,454.25,453.8512,454.25,13109.0",,,,
3164,08-07,"08:33:00,454.25,454.71,453.92,454.705,23376.0",,,,
3165,08-07,"08:34:00,454.71,455.0,454.6101,455.0,31793.0",,,,
3166,08-07,"08:35:00,454.9998,455.11,454.75,454.75,59308.0",,,,
3167,08-07,"08:36:00,454.85,454.85,454.13,454.45,31258.0",,,,
3168,08-07,"08:37:00,454.45,454.5,454.2284,454.35,7810.0",,,,
3169,08-07,"08:38:00,454.35,454.5081,454.2,454.5081,9475.0",,,,
3170,08-07,"08:39:00,454.5,454.67,454.0,454.3,15145.0",,,,
3171,08-07,"08:40:00,454.49,454.49,454.0,454.23,8339.0",,,,
3172,08-07,"08:41:00,454.23,454.43,453.97,453.98,16183.0",,,,
3173,08-07,"08:42:00,453.97,454.0,453.51,453.51,20688.0",,,,
3174,08-07,"08:43:00,453.9,453.99,453.55,453.948,7076.0",,,,
3175,08-07,"08:44:00,453.689,453.75,453.18,453.18,15886.0",,,,
3176,08-07,"08:45:00,453.19,453.25,452.6,452.75,26145.0",,,,
3177,08-07,"08:46:00,452.6,452.8293,452.5,452.6002,26792.0",,,,
3178,08-07,"08:47:00,452.61,453.16,452.6,453.0,12820.0",,,,
3179,08-07,"08:48:00,453.01,453.39,452.98,453.39,8416.0",,,,
3180,08-07,"08:49:00,453.1,453.48,453.04,453.48,9592.0",,,,
3181,08-07,"08:50:00,453.48,453.59,453.25,453.25,7756.0",,,,
3182,08-07,"08:51:00,453.2,453.41,453.19,453.2,7427.0",,,,
3183,08-07,"08:52:00,453.28,453.3,453.09,453.09,5199.0",,,,
3184,08-07,"08:53:00,453.1899,453.6,453.08,453.6,17072.0",,,,
3185,08-07,"08:54:00,453.64,453.7,453.64,453.65,2604.0",,,,
3186,08-07,"08:55:00,453.67,453.69,453.56,453.56,4912.0",,,,
3187,08-07,"08:56:00,453.7,453.74,453.36,453.6,9032.0",,,,
3188,08-07,"08:57:00,453.55,453.55,453.36,453.4851,1341.0",,,,
3189,08-07,"08:58:00,453.44,453.6499,453.3,453.6499,6374.0",,,,
3190,08-07,"08:59:00,453.64,453.68,453.49,453.49,7439.0",,,,
3191,08-07,"09:00:00,453.5005,453.7,453.5005,453.51,2852.0",,,,
3192,08-07,"09:01:00,453.52,453.65,453.247,453.247,6369.0",,,,
3193,08-07,"09:02:00,453.51,453.65,453.2,453.33,20076.0",,,,
3194,08-07,"09:03:00,453.2,453.3,453.0,453.11,7537.0",,,,
3195,08-07,"09:04:00,453.11,453.4,453.11,453.4,7208.0",,,,
3196,08-07,"09:05:00,453.3,453.45,453.3,453.4325,3061.0",,,,
3197,08-07,"09:06:00,453.44,453.6,453.4,453.5,3142.0",,,,
3198,08-07,"09:07:00,453.6,453.6,453.3,453.3,4434.0",,,,
3199,08-07,"09:08:00,453.3,453.3,453.0,453.0,6435.0",,,,
3200,08-07,"09:09:00,453.05,453.5,453.05,453.5,5901.0",,,,
3201,08-07,"09:10:00,453.4999,453.4999,453.28,453.3,1499.0",,,,
3202,08-07,"09:11:00,453.3351,453.3351,453.15,453.21,2421.0",,,,
3203,08-07,"09:12:00,453.3,453.3,453.26,453.26,2121.0",,,,
3204,08-07,"09:13:00,453.26,453.26,453.19,453.26,2430.0",,,,
3205,08-07,"09:14:00,453.1921,453.29,453.03,453.1521,5031.0",,,,
3206,08-07,"09:15:00,453.25,453.39,453.25,453.34,12991.0",,,,
3207,08-07,"09:16:00,453.25,453.3,453.22,453.25,5900.0",,,,
3208,08-07,"09:17:00,453.3,453.3,453.06,453.06,8063.0",,,,
3209,08-07,"09:18:00,453.07,453.07,452.74,452.99,13192.0",,,,
3210,08-07,"09:19:00,452.99,453.25,452.99,453.25,25527.0",,,,
3211,08-07,"09:20:00,453.29,453.38,453.12,453.21,2437.0",,,,
3212,08-07,"09:21:00,453.29,453.43,453.1,453.43,2721.0",,,,
3213,08-07,"09:22:00,453.4,453.45,453.16,453.45,5492.0",,,,
3214,08-07,"09:23:00,453.45,453.5,453.45,453.49,5131.0",,,,
3215,08-07,"09:24:00,453.4596,453.5,453.4596,453.49,2345.0",,,,
3216,08-07,"09:25:00,453.48,453.5,453.2,453.48,11448.0",,,,
3217,08-07,"09:26:00,453.4,453.4,453.4,453.4,1278.0",,,,
3218,08-07,"09:27:00,453.39,453.48,453.25,453.25,3808.0",,,,
3219,08-07,"09:28:00,453.27,453.5,453.25,453.5,15177.0",,,,
3220,08-07,"09:29:00,453.37,453.4,452.85,452.87,19416.0",,,,
3221,08-07,"09:30:00,452.87,453.03,452.74,452.77,16512.0",,,,
3222,08-07,"09:31:00,452.82,453.0,451.49,451.5686,1034644.0",,,,
3223,08-07,"09:32:00,451.51,452.99,451.51,451.775,325069.0",,,,
3224,08-07,"09:33:00,451.81,452.56,451.54,452.11,227976.0",,,,
3225,08-07,"09:34:00,452.15,453.24,451.8873,452.97,473378.0",,,,
3226,08-07,"09:35:00,452.965,453.94,452.95,453.235,413818.0",,,,
3227,08-07,"09:36:00,453.2175,453.23,452.43,452.76,271224.0",,,,
3228,08-07,"09:37:00,452.8,452.98,452.2,452.21,183954.0",,,,
3229,08-07,"09:38:00,452.21,452.6,451.915,452.205,212800.0",,,,
3230,08-07,"09:39:00,452.19,452.19,451.25,451.76,239447.0",,,,
3231,08-07,"09:40:00,451.799,452.07,450.93,451.0303,271952.0",,,,
3232,08-07,"09:41:00,451.06,451.39,449.23,449.23,541601.0",,,,
3233,08-07,"09:42:00,449.37,450.69,449.04,450.51,319519.0",,,,
3234,08-07,"09:43:00,450.51,451.15,450.5,451.095,225245.0",,,,
3235,08-07,"09:44:00,451.08,451.2,450.55,450.9599,205648.0",,,,
3236,08-07,"09:45:00,450.93,451.14,450.1701,450.2467,174596.0",,,,
3237,08-07,"09:46:00,450.24,451.5728,450.24,451.5728,231149.0",,,,
3238,08-07,"09:47:00,451.55,452.32,451.4951,452.13,270526.0",,,,
3239,08-07,"09:48:00,452.15,452.836,451.99,452.815,184205.0",,,,
3240,08-07,"09:49:00,452.83,452.85,451.9,452.145,411799.0",,,,
3241,08-07,"09:50:00,452.1571,452.59,452.1,452.375,154984.0",,,,
3242,08-07,"09:51:00,452.4,452.41,451.51,451.7601,192971.0",,,,
3243,08-07,"09:52:00,451.78,451.78,450.9401,451.33,153966.0",,,,
3244,08-07,"09:53:00,451.38,451.84,451.31,451.77,142937.0",,,,
3245,08-07,"09:54:00,451.7614,452.0,451.35,451.95,108284.0",,,,
3246,08-07,"09:55:00,451.97,452.19,451.795,452.11,148460.0",,,,
3247,08-07,"09:56:00,452.125,452.13,451.57,451.83,101896.0",,,,
3248,08-07,"09:57:00,451.82,451.87,451.33,451.83,116279.0",,,,
3249,08-07,"09:58:00,451.87,452.6299,451.87,452.5,175173.0",,,,
3250,08-07,"09:59:00,452.485,452.5699,452.24,452.53,130416.0",,,,
3251,08-07,"10:00:00,452.5199,452.53,452.08,452.5049,139851.0",,,,
3252,08-07,"10:01:00,452.53,452.6829,452.28,452.46,135805.0",,,,
3253,08-07,"10:02:00,452.47,452.566,451.75,451.75,143604.0",,,,
3254,08-07,"10:03:00,451.77,451.78,450.96,451.06,196281.0",,,,
3255,08-07,"10:04:00,451.0491,451.63,451.02,451.57,113279.0",,,,
3256,08-07,"10:05:00,451.58,451.5825,450.55,450.55,116137.0",,,,
3257,08-07,"10:06:00,450.65,450.8,450.25,450.3,154593.0",,,,
3258,08-07,"10:07:00,450.2878,450.58,450.1,450.2783,133143.0",,,,
3259,08-07,"10:08:00,450.26,450.3399,449.865,449.89,221016.0",,,,
3260,08-07,"10:09:00,449.8801,450.88,449.85,450.878,155203.0",,,,
3261,08-07,"10:10:00,450.93,451.2,450.92,451.07,134760.0",,,,
3262,08-07,"10:11:00,451.05,451.15,450.45,451.1283,108757.0",,,,
3263,08-07,"10:12:00,451.1665,451.97,451.1422,451.8984,133247.0",,,,
3264,08-07,"10:13:00,451.94,452.01,451.63,451.795,117383.0",,,,
3265,08-07,"10:14:00,451.75,452.35,451.72,451.98,162792.0",,,,
3266,08-07,"10:15:00,451.9978,452.05,451.34,451.3478,132572.0",,,,
3267,08-07,"10:16:00,451.38,451.4426,450.8,450.8,119756.0",,,,
3268,08-07,"10:17:00,450.81,451.015,450.5762,450.8302,120229.0",,,,
3269,08-07,"10:18:00,450.855,451.04,450.62,450.705,74663.0",,,,
3270,08-07,"10:19:00,450.69,450.75,450.37,450.395,86427.0",,,,
3271,08-07,"10:20:00,450.4012,450.4699,450.11,450.17,136231.0",,,,
3272,08-07,"10:21:00,450.1401,450.1911,448.3682,448.3961,417670.0",,,,
3273,08-07,"10:22:00,448.43,449.31,448.13,449.245,189859.0",,,,
3274,08-07,"10:23:00,449.255,449.67,449.16,449.37,154582.0",,,,
3275,08-07,"10:24:00,449.365,449.4501,449.1,449.215,86636.0",,,,
3276,08-07,"10:25:00,449.21,449.21,448.5085,448.88,160021.0",,,,
3277,08-07,"10:26:00,448.871,449.45,448.86,449.05,421531.0",,,,
3278,08-07,"10:27:00,449.06,449.24,448.856,449.0743,86185.0",,,,
3279,08-07,"10:28:00,449.0933,449.64,449.0933,449.275,130392.0",,,,
3280,08-07,"10:29:00,449.33,449.43,448.94,449.31,82999.0",,,,
3281,08-07,"10:30:00,449.31,449.71,449.31,449.4765,86268.0",,,,
3282,08-07,"10:31:00,449.5,450.1106,449.47,450.03,137108.0",,,,
3283,08-07,"10:32:00,450.045,454.7,450.044,450.915,164301.0",,,,
3284,08-07,"10:33:00,450.918,451.11,450.72,450.8998,179573.0",,,,
3285,08-07,"10:34:00,450.8794,451.44,450.56,451.37,166112.0",,,,
3286,08-07,"10:35:00,451.34,451.65,451.18,451.2,121881.0",,,,
3287,08-07,"10:36:00,451.2099,451.31,450.59,450.71,113668.0",,,,
3288,08-07,"10:37:00,450.6689,450.9899,450.23,450.285,92282.0",,,,
3289,08-07,"10:38:00,450.31,450.51,450.1001,450.1001,81192.0",,,,
3290,08-07,"10:39:00,450.125,450.21,449.9,450.03,111114.0",,,,
3291,08-07,"10:40:00,450.03,450.59,450.03,450.59,105389.0",,,,
3292,08-07,"10:41:00,450.6,450.67,450.16,450.43,70712.0",,,,
3293,08-07,"10:42:00,450.406,451.19,450.36,451.19,118519.0",,,,
3294,08-07,"10:43:00,451.19,451.3,450.7045,451.26,171066.0",,,,
3295,08-07,"10:44:00,451.2699,451.35,451.01,451.08,77456.0",,,,
3296,08-07,"10:45:00,451.08,451.0823,450.5703,450.62,64268.0",,,,
3297,08-07,"10:46:00,450.67,450.88,450.42,450.82,68456.0",,,,
3298,08-07,"10:47:00,450.83,451.03,450.58,450.97,84969.0",,,,
3299,08-07,"10:48:00,450.9575,451.5,450.9575,451.45,81426.0",,,,
3300,08-07,"10:49:00,451.4389,451.67,451.3,451.65,108405.0",,,,
3301,08-07,"10:50:00,451.67,452.13,451.5161,451.945,152578.0",,,,
3302,08-07,"10:51:00,451.9529,452.01,451.56,451.96,110453.0",,,,
3303,08-07,"10:52:00,451.98,452.7,451.98,452.55,153427.0",,,,
3304,08-07,"10:53:00,452.57,452.84,452.32,452.7501,125652.0",,,,
3305,08-07,"10:54:00,452.75,453.18,452.52,453.18,168412.0",,,,
3306,08-07,"10:55:00,453.1815,453.3881,452.94,453.3321,149317.0",,,,
3307,08-07,"10:56:00,453.3479,453.37,452.34,452.51,184102.0",,,,
3308,08-07,"10:57:00,452.475,452.79,452.43,452.4968,99214.0",,,,
3309,08-07,"10:58:00,452.495,452.77,452.47,452.6685,94269.0",,,,
3310,08-07,"10:59:00,452.72,452.96,452.635,452.78,94681.0",,,,
3311,08-07,"11:00:00,452.806,453.12,452.791,452.945,100203.0",,,,
3312,08-07,"11:01:00,452.97,453.35,452.93,453.19,151141.0",,,,
3313,08-07,"11:02:00,453.15,453.3275,452.8148,452.8946,107258.0",,,,
3314,08-07,"11:03:00,452.91,452.97,452.62,452.73,90665.0",,,,
3315,08-07,"11:04:00,452.77,452.88,452.13,452.14,104612.0",,,,
3316,08-07,"11:05:00,452.16,452.6,452.16,452.53,62671.0",,,,
3317,08-07,"11:06:00,452.53,452.7,452.4296,452.55,46997.0",,,,
3318,08-07,"11:07:00,452.5634,452.565,452.28,452.36,127318.0",,,,
3319,08-07,"11:08:00,452.34,452.36,451.8,451.86,117017.0",,,,
3320,08-07,"11:09:00,451.845,452.27,451.59,452.19,91592.0",,,,
3321,08-07,"11:10:00,452.15,452.45,451.93,452.29,134734.0",,,,
3322,08-07,"11:11:00,452.3,452.36,452.13,452.23,42454.0",,,,
3323,08-07,"11:12:00,452.27,452.5,452.25,452.37,51938.0",,,,
3324,08-07,"11:13:00,452.363,452.5965,452.3153,452.5835,56527.0",,,,
3325,08-07,"11:14:00,452.57,452.5776,451.75,451.7663,79957.0",,,,
3326,08-07,"11:15:00,451.75,451.87,451.55,451.625,65512.0",,,,
3327,08-07,"11:16:00,451.6,451.627,450.98,451.2,110830.0",,,,
3328,08-07,"11:17:00,451.18,451.2,450.86,450.91,62524.0",,,,
3329,08-07,"11:18:00,450.9,451.17,450.63,450.64,82860.0",,,,
3330,08-07,"11:19:00,450.64,450.7186,450.19,450.36,113126.0",,,,
3331,08-07,"11:20:00,450.38,450.8999,450.38,450.796,81102.0",,,,
3332,08-07,"11:21:00,450.81,451.0399,450.6431,450.6945,78265.0",,,,
3333,08-07,"11:22:00,450.71,450.74,450.24,450.62,56616.0",,,,
3334,08-07,"11:23:00,450.62,451.28,450.57,450.96,80118.0",,,,
3335,08-07,"11:24:00,450.98,450.98,450.705,450.7999,36025.0",,,,
3336,08-07,"11:25:00,450.754,450.754,450.38,450.633,51402.0",,,,
3337,08-07,"11:26:00,450.633,450.67,450.45,450.61,40352.0",,,,
3338,08-07,"11:27:00,450.6,450.8399,450.56,450.715,42281.0",,,,
3339,08-07,"11:28:00,450.73,450.73,450.441,450.472,48973.0",,,,
3340,08-07,"11:29:00,450.4866,450.6553,450.0,450.11,102475.0",,,,
3341,08-07,"11:30:00,450.09,450.4713,449.93,450.3644,151716.0",,,,
3342,08-07,"11:31:00,450.3401,450.88,450.25,450.8719,68335.0",,,,
3343,08-07,"11:32:00,450.884,451.0562,450.69,450.8496,69611.0",,,,
3344,08-07,"11:33:00,450.8,451.302,450.7981,451.19,65975.0",,,,
3345,08-07,"11:34:00,451.225,451.43,450.97,451.2244,86576.0",,,,
3346,08-07,"11:35:00,451.2,451.37,451.02,451.12,47052.0",,,,
3347,08-07,"11:36:00,451.11,451.45,450.985,451.1,90416.0",,,,
3348,08-07,"11:37:00,451.13,451.15,450.63,450.81,70991.0",,,,
3349,08-07,"11:38:00,450.8,450.92,450.24,450.31,79777.0",,,,
3350,08-07,"11:39:00,450.298,450.6099,450.25,450.466,49960.0",,,,
3351,08-07,"11:40:00,450.475,450.65,450.25,450.25,65005.0",,,,
3352,08-07,"11:41:00,450.25,450.5,450.17,450.43,68434.0",,,,
3353,08-07,"11:42:00,450.48,450.5,450.08,450.2,56459.0",,,,
3354,08-07,"11:43:00,450.2,450.57,449.99,450.57,116184.0",,,,
3355,08-07,"11:44:00,450.5704,450.73,450.41,450.51,62323.0",,,,
3356,08-07,"11:45:00,450.5,450.52,450.35,450.4925,46344.0",,,,
3357,08-07,"11:46:00,450.485,450.51,450.2301,450.25,56297.0",,,,
3358,08-07,"11:47:00,450.29,450.68,450.12,450.624,79187.0",,,,
3359,08-07,"11:48:00,450.62,450.8531,450.53,450.8408,59334.0",,,,
3360,08-07,"11:49:00,450.84,450.99,450.79,450.93,40905.0",,,,
3361,08-07,"11:50:00,450.96,450.96,450.6749,450.82,76605.0",,,,
3362,08-07,"11:51:00,450.8,450.8,450.18,450.25,65774.0",,,,
3363,08-07,"11:52:00,450.25,450.3699,450.01,450.26,52258.0",,,,
3364,08-07,"11:53:00,450.24,450.42,450.24,450.325,30484.0",,,,
3365,08-07,"11:54:00,450.3372,450.3372,450.11,450.135,44428.0",,,,
3366,08-07,"11:55:00,450.15,450.1934,449.6516,449.6516,120169.0",,,,
3367,08-07,"11:56:00,449.65,449.74,449.0931,449.17,123416.0",,,,
3368,08-07,"11:57:00,449.205,449.4899,449.11,449.22,94231.0",,,,
3369,08-07,"11:58:00,449.2201,449.25,448.74,448.8101,145285.0",,,,
3370,08-07,"11:59:00,448.7901,449.42,448.7,449.39,81131.0",,,,
3371,08-07,"12:00:00,449.42,449.5,448.75,448.8912,89829.0",,,,
3372,08-07,"12:01:00,448.83,448.96,448.47,448.875,142971.0",,,,
3373,08-07,"12:02:00,448.8101,449.5478,448.785,449.3699,109588.0",,,,
3374,08-07,"12:03:00,449.37,449.62,449.295,449.535,60929.0",,,,
3375,08-07,"12:04:00,449.5405,449.5405,449.02,449.12,71830.0",,,,
3376,08-07,"12:05:00,449.08,449.24,448.925,449.1124,71675.0",,,,
3377,08-07,"12:06:00,449.08,449.19,448.8,448.9346,69940.0",,,,
3378,08-07,"12:07:00,448.935,449.25,448.8,449.25,59398.0",,,,
3379,08-07,"12:08:00,449.19,449.4,449.02,449.08,56767.0",,,,
3380,08-07,"12:09:00,449.045,449.1295,448.44,448.728,86307.0",,,,
3381,08-07,"12:10:00,448.7364,449.3,448.7364,449.11,71554.0",,,,
3382,08-07,"12:11:00,449.08,449.59,449.08,449.4898,54783.0",,,,
3383,08-07,"12:12:00,449.4833,449.85,449.455,449.78,82398.0",,,,
3384,08-07,"12:13:00,449.755,450.05,449.5,449.945,67667.0",,,,
3385,08-07,"12:14:00,449.92,449.98,449.76,449.95,41463.0",,,,
3386,08-07,"12:15:00,449.955,449.98,449.8439,449.89,46990.0",,,,
3387,08-07,"12:16:00,449.878,449.8799,449.47,449.6153,69691.0",,,,
3388,08-07,"12:17:00,449.59,449.9898,449.59,449.78,52781.0",,,,
3389,08-07,"12:18:00,449.7734,450.04,449.76,449.97,52505.0",,,,
3390,08-07,"12:19:00,449.99,450.2,449.92,449.95,66479.0",,,,
3391,08-07,"12:20:00,449.91,449.97,449.63,449.942,56561.0",,,,
3392,08-07,"12:21:00,449.9489,449.9737,449.7516,449.84,23020.0",,,,
3393,08-07,"12:22:00,449.81,450.43,449.8,450.425,86339.0",,,,
3394,08-07,"12:23:00,450.43,450.488,450.14,450.145,54892.0",,,,
3395,08-07,"12:24:00,450.14,450.1775,449.77,449.8299,79108.0",,,,
3396,08-07,"12:25:00,449.83,449.99,449.64,449.832,64947.0",,,,
3397,08-07,"12:26:00,449.846,450.085,449.8207,450.035,58042.0",,,,
3398,08-07,"12:27:00,450.03,450.1655,449.81,449.825,41886.0",,,,
3399,08-07,"12:28:00,449.8,449.8,449.38,449.6262,80412.0",,,,
3400,08-07,"12:29:00,449.66,449.68,449.51,449.63,45804.0",,,,
3401,08-07,"12:30:00,449.63,449.68,449.4,449.5422,45365.0",,,,
3402,08-07,"12:31:00,449.5392,449.5392,449.1,449.17,51017.0",,,,
3403,08-07,"12:32:00,449.14,449.2,448.85,449.06,88127.0",,,,
3404,08-07,"12:33:00,449.04,449.25,448.73,449.135,54541.0",,,,
3405,08-07,"12:34:00,449.17,449.33,449.0,449.26,52855.0",,,,
3406,08-07,"12:35:00,449.2519,449.97,449.25,449.91,79741.0",,,,
3407,08-07,"12:36:00,449.905,450.1999,449.84,450.175,84605.0",,,,
3408,08-07,"12:37:00,450.1569,450.3299,450.07,450.2547,74412.0",,,,
3409,08-07,"12:38:00,450.2372,450.29,450.0551,450.08,49437.0",,,,
3410,08-07,"12:39:00,450.075,450.26,449.9603,450.175,70615.0",,,,
3411,08-07,"12:40:00,450.2085,450.2444,449.87,449.9802,63442.0",,,,
3412,08-07,"12:41:00,450.0,450.065,449.76,449.77,73711.0",,,,
3413,08-07,"12:42:00,449.76,449.85,449.42,449.4381,54790.0",,,,
3414,08-07,"12:43:00,449.455,449.71,449.41,449.49,43388.0",,,,
3415,08-07,"12:44:00,449.56,449.7,449.39,449.49,40774.0",,,,
3416,08-07,"12:45:00,449.505,449.59,449.225,449.225,43301.0",,,,
3417,08-07,"12:46:00,449.18,449.26,448.965,449.0268,62195.0",,,,
3418,08-07,"12:47:00,449.03,449.445,449.03,449.12,49047.0",,,,
3419,08-07,"12:48:00,449.13,449.3,448.56,448.59,105200.0",,,,
3420,08-07,"12:49:00,448.58,448.92,448.1,448.15,151509.0",,,,
3421,08-07,"12:50:00,448.15,448.31,447.2201,447.2201,251387.0",,,,
3422,08-07,"12:51:00,447.32,448.06,447.2,447.72,139724.0",,,,
3423,08-07,"12:52:00,447.735,447.98,447.38,447.38,87822.0",,,,
3424,08-07,"12:53:00,447.365,447.365,446.27,446.38,261375.0",,,,
3425,08-07,"12:54:00,446.375,446.94,445.98,446.83,239159.0",,,,
3426,08-07,"12:55:00,446.8646,446.91,446.311,446.379,96396.0",,,,
3427,08-07,"12:56:00,446.37,446.38,445.7,445.75,134288.0",,,,
3428,08-07,"12:57:00,445.73,446.7895,445.7,446.47,171568.0",,,,
3429,08-07,"12:58:00,446.51,446.63,446.1,446.55,85678.0",,,,
3430,08-07,"12:59:00,446.548,446.83,446.2033,446.2033,101865.0",,,,
3431,08-07,"13:00:00,446.2721,446.5,446.15,446.33,63069.0",,,,
3432,08-07,"13:01:00,446.28,446.3699,445.34,445.4,163460.0",,,,
3433,08-07,"13:02:00,445.35,445.9174,445.27,445.5,119464.0",,,,
3434,08-07,"13:03:00,445.47,446.2527,445.41,446.185,104797.0",,,,
3435,08-07,"13:04:00,446.16,446.46,445.9592,446.3977,87113.0",,,,
3436,08-07,"13:05:00,446.3985,446.3985,445.93,446.14,64502.0",,,,
3437,08-07,"13:06:00,446.1,446.42,445.95,446.225,53887.0",,,,
3438,08-07,"13:07:00,446.25,447.06,446.15,446.87,120346.0",,,,
3439,08-07,"13:08:00,446.9,446.902,446.27,446.379,63700.0",,,,
3440,08-07,"13:09:00,446.34,446.58,446.1008,446.1852,71592.0",,,,
3441,08-07,"13:10:00,446.21,446.21,445.4107,445.62,123499.0",,,,
3442,08-07,"13:11:00,445.5701,445.86,444.16,444.47,382604.0",,,,
3443,08-07,"13:12:00,444.4563,445.16,444.3269,444.945,125121.0",,,,
3444,08-07,"13:13:00,444.9001,444.98,444.64,444.71,84054.0",,,,
3445,08-07,"13:14:00,444.68,445.06,444.5,444.865,114484.0",,,,
3446,08-07,"13:15:00,444.83,444.8685,443.33,443.33,175148.0",,,,
3447,08-07,"13:16:00,443.39,443.9,442.91,443.9,240554.0",,,,
3448,08-07,"13:17:00,443.85,445.04,443.78,444.9813,225565.0",,,,
3449,08-07,"13:18:00,444.97,445.48,444.68,445.34,121670.0",,,,
3450,08-07,"13:19:00,445.3802,445.3802,444.44,444.74,117185.0",,,,
3451,08-07,"13:20:00,444.75,445.1999,444.41,444.41,81406.0",,,,
3452,08-07,"13:21:00,444.37,444.69,444.24,444.51,107898.0",,,,
3453,08-07,"13:22:00,444.515,444.7,444.34,444.45,78660.0",,,,
3454,08-07,"13:23:00,444.3901,444.5878,443.7102,443.93,110603.0",,,,
3455,08-07,"13:24:00,443.96,444.21,443.5,443.73,96392.0",,,,
3456,08-07,"13:25:00,443.76,444.32,443.76,444.2699,99016.0",,,,
3457,08-07,"13:26:00,444.3199,444.6531,444.25,444.51,71125.0",,,,
3458,08-07,"13:27:00,444.44,444.96,444.3123,444.9104,90221.0",,,,
3459,08-07,"13:28:00,444.9199,445.2,444.67,445.14,94902.0",,,,
3460,08-07,"13:29:00,445.1442,445.45,444.93,445.39,93002.0",,,,
3461,08-07,"13:30:00,445.35,445.55,445.1506,445.28,73579.0",,,,
3462,08-07,"13:31:00,445.294,445.294,444.81,445.1642,325440.0",,,,
3463,08-07,"13:32:00,445.158,445.93,445.158,445.93,102404.0",,,,
3464,08-07,"13:33:00,445.8935,445.895,445.51,445.55,60809.0",,,,
3465,08-07,"13:34:00,445.5759,445.745,445.33,445.47,77978.0",,,,
